contractid,createdat,revenue
31451,2020-10-01,61539.9900000000
31452,2020-10-19,70329.9900000000
31453,2020-10-23,87909.9900000000
31454,2020-10-09,67399.9900000000
31456,2020-10-05,64029.4900000000
31457,2020-10-26,79119.9900000000
31458,2020-10-01,79119.9900000000
31459,2020-10-13,55299.4900000000
31460,2020-10-15,75669.4900000000
31461,2020-10-03,76189.9900000000
31462,2020-10-03,55299.4900000000
31463,2020-10-16,62799.7900000000
31464,2020-10-27,61539.9900000000
31465,2020-10-05,61539.9900000000
31466,2020-10-01,67399.9900000000
31467,2020-10-16,82049.9900000000
31468,2020-10-04,64469.9900000000
31469,2020-10-18,68779.7900000000
31470,2020-10-24,62799.7900000000
31471,2020-10-22,80739.7900000000
31472,2020-10-03,79119.9900000000
31473,2020-10-14,82049.9900000000
31474,2020-10-06,61119.4900000000
31475,2020-10-08,71769.7900000000
31476,2020-10-21,61539.9900000000
31477,2020-10-08,84399.4900000000
31478,2020-10-08,71769.7900000000
31479,2020-10-23,78579.4900000000
31480,2020-10-02,78579.4900000000
31481,2020-10-29,71769.7900000000
31482,2020-10-17,78579.4900000000
31483,2020-10-21,67399.9900000000
31484,2020-10-26,84399.4900000000
31485,2020-10-22,75669.4900000000
31486,2020-10-30,64469.9900000000
31487,2020-10-14,76189.9900000000
31488,2020-10-17,92699.7900000000
31489,2020-10-30,80739.7900000000
31490,2020-10-02,62799.7900000000
31491,2020-10-26,62799.7900000000
31492,2020-10-19,86719.7900000000
31493,2020-10-10,84979.9900000000
31494,2020-10-13,75669.4900000000
31495,2020-10-10,65789.7900000000
31496,2020-10-17,80739.7900000000
31497,2020-10-13,65789.7900000000
31498,2020-10-26,77749.7900000000
31499,2020-10-17,66939.4900000000
31500,2020-10-21,58209.4900000000
31501,2020-10-30,77749.7900000000
31502,2020-10-17,74759.7900000000
31503,2020-10-29,71769.7900000000
31504,2020-10-27,61119.4900000000
31505,2020-10-21,84399.4900000000
31506,2020-10-01,58609.9900000000
31507,2020-10-06,86719.7900000000
31508,2020-10-21,68779.7900000000
31509,2020-10-12,75669.4900000000
31510,2020-10-03,80739.7900000000
31511,2020-10-15,92699.7900000000
31512,2020-10-27,69849.4900000000
31513,2020-10-02,50484.2900000000
31514,2020-10-20,73259.9900000000
31515,2020-10-13,69849.4900000000
31516,2020-10-23,75669.4900000000
31517,2020-10-16,50999.2900000000
31519,2020-10-01,58609.9900000000
31520,2020-10-10,82049.9900000000
31523,2020-10-10,42244.2900000000
31524,2020-10-01,74759.7900000000
31525,2020-10-23,58609.9900000000
31526,2020-10-21,70329.9900000000
31527,2020-10-17,50484.2900000000
31528,2020-10-13,76189.9900000000
31529,2020-10-23,58609.9900000000
31530,2020-10-18,77749.7900000000
31531,2020-10-12,61119.4900000000
31532,2020-10-13,70329.9900000000
31533,2020-10-11,64469.9900000000
31534,2020-10-06,72759.4900000000
31535,2020-10-07,75669.4900000000
31537,2020-10-25,62799.7900000000
31538,2020-10-12,65789.7900000000
31539,2020-10-31,59809.7900000000
31540,2020-10-13,70329.9900000000
31541,2020-10-26,64469.9900000000
31542,2020-10-15,38639.2900000000
31544,2020-10-07,72759.4900000000
31545,2020-10-06,59809.7900000000
31546,2020-10-28,84979.9900000000
31548,2020-10-09,58209.4900000000
31549,2020-10-29,77749.7900000000
31550,2020-10-09,73259.9900000000
31551,2020-10-23,81489.4900000000
31552,2020-10-31,67399.9900000000
31553,2020-10-03,86719.7900000000
31554,2020-10-23,70329.9900000000
31556,2020-10-23,61119.4900000000
31557,2020-10-10,68779.7900000000
31559,2020-10-28,62799.7900000000
31560,2020-10-04,86719.7900000000
31561,2020-10-29,61119.4900000000
31562,2020-10-30,75669.4900000000
31563,2020-10-26,66939.4900000000
31564,2020-10-08,74759.7900000000
31565,2020-10-27,70329.9900000000
31566,2020-10-14,74759.7900000000
31567,2020-10-29,82049.9900000000
31568,2020-10-30,61539.9900000000
31569,2020-10-30,80739.7900000000
31570,2020-10-01,71769.7900000000
31571,2020-10-22,42759.2900000000
31572,2020-10-23,86719.7900000000
31573,2020-10-12,65789.7900000000
31574,2020-10-30,59809.7900000000
31575,2020-10-06,58209.4900000000
31576,2020-10-25,48939.2900000000
31577,2020-10-18,68779.7900000000
31578,2020-10-29,83729.7900000000
31579,2020-10-14,84399.4900000000
31580,2020-10-28,66939.4900000000
31581,2020-10-13,69849.4900000000
31582,2020-10-16,72759.4900000000
31583,2020-10-02,64469.9900000000
31584,2020-10-20,84399.4900000000
31585,2020-10-30,81489.4900000000
31586,2020-10-03,68779.7900000000
31587,2020-10-02,58209.4900000000
31588,2020-10-12,59809.7900000000
31589,2020-10-04,67399.9900000000
31590,2020-10-20,61539.9900000000
31591,2020-10-13,62799.7900000000
31592,2020-10-04,74759.7900000000
31593,2020-10-08,72759.4900000000
31594,2020-10-03,48424.2900000000
31595,2020-10-08,73259.9900000000
31596,2020-10-17,83729.7900000000
31597,2020-10-13,58209.4900000000
31598,2020-10-22,76189.9900000000
31599,2020-10-22,84399.4900000000
31600,2020-10-26,87309.4900000000
31601,2020-10-16,58609.9900000000
31602,2020-10-17,81489.4900000000
31603,2020-10-15,83729.7900000000
31604,2020-10-25,89709.7900000000
31605,2020-10-20,66939.4900000000
31606,2020-10-02,79119.9900000000
31607,2020-10-13,69849.4900000000
31608,2020-10-25,60269.2900000000
31609,2020-10-14,68779.7900000000
31610,2020-10-17,78579.4900000000
31611,2020-10-01,61119.4900000000
31613,2020-10-21,58609.9900000000
31614,2020-10-18,89709.7900000000
31615,2020-10-03,73259.9900000000
31616,2020-10-31,81489.4900000000
31617,2020-10-20,43274.2900000000
31618,2020-10-05,86719.7900000000
31619,2020-10-11,58609.9900000000
31620,2020-10-25,69849.4900000000
31621,2020-10-09,78579.4900000000
31622,2020-10-07,61539.9900000000
31623,2020-10-08,74759.7900000000
31624,2020-10-21,64029.4900000000
31625,2020-10-23,79119.9900000000
31626,2020-10-31,70329.9900000000
31627,2020-10-03,59809.7900000000
31628,2020-10-21,43274.2900000000
31629,2020-10-21,41214.2900000000
31630,2020-10-16,82049.9900000000
31631,2020-10-28,66939.4900000000
31632,2020-10-04,49454.2900000000
31633,2020-10-04,78579.4900000000
31635,2020-10-18,92699.7900000000
31636,2020-10-25,61539.9900000000
31637,2020-10-15,73259.9900000000
31638,2020-10-31,58609.9900000000
31639,2020-10-18,86719.7900000000
31640,2020-10-30,66939.4900000000
31641,2020-10-09,56664.2900000000
31642,2020-10-21,65789.7900000000
31643,2020-10-17,82049.9900000000
31644,2020-10-03,74759.7900000000
31645,2020-10-19,80739.7900000000
31646,2020-10-23,44304.2900000000
31647,2020-10-05,75669.4900000000
31648,2020-10-29,58209.4900000000
31649,2020-10-04,86719.7900000000
31650,2020-10-08,56149.2900000000
31651,2020-10-21,58609.9900000000
31652,2020-10-12,79119.9900000000
31653,2020-10-17,78579.4900000000
31654,2020-10-19,64469.9900000000
31656,2020-10-06,58209.4900000000
31657,2020-10-30,44819.2900000000
31658,2020-10-05,64029.4900000000
31659,2020-10-20,67399.9900000000
31660,2020-10-04,71769.7900000000
31661,2020-10-11,73259.9900000000
31663,2020-10-23,76189.9900000000
31664,2020-10-20,62799.7900000000
31665,2020-10-14,61539.9900000000
31666,2020-10-21,61539.9900000000
31667,2020-10-27,61299.2900000000
31668,2020-10-23,64469.9900000000
31669,2020-10-09,59809.7900000000
31670,2020-10-15,84979.9900000000
31671,2020-10-13,77749.7900000000
31672,2020-10-03,72759.4900000000
31673,2020-10-26,82049.9900000000
31674,2020-10-31,92699.7900000000
31675,2020-10-08,81489.4900000000
31676,2020-10-12,66939.4900000000
31677,2020-10-13,60269.2900000000
31678,2020-10-12,77749.7900000000
31679,2020-10-16,69849.4900000000
31680,2020-10-28,87309.4900000000
31681,2020-10-25,81489.4900000000
31682,2020-10-18,81489.4900000000
31683,2020-10-13,79119.9900000000
31684,2020-10-19,65789.7900000000
31685,2020-10-12,69849.4900000000
31686,2020-10-15,64469.9900000000
31687,2020-10-08,56149.2900000000
31689,2020-10-16,86719.7900000000
31690,2020-10-01,69849.4900000000
31691,2020-10-23,74759.7900000000
31692,2020-10-21,49454.2900000000
31693,2020-10-24,75669.4900000000
31694,2020-10-28,79119.9900000000
31695,2020-10-02,74759.7900000000
31696,2020-10-06,71769.7900000000
31697,2020-10-15,64029.4900000000
31698,2020-10-29,66939.4900000000
31699,2020-10-12,72759.4900000000
31700,2020-10-05,67399.9900000000
31701,2020-10-01,70329.9900000000
31702,2020-10-02,73259.9900000000
31703,2020-10-16,61119.4900000000
31704,2020-10-01,84979.9900000000
31705,2020-10-01,77749.7900000000
31706,2020-10-26,65789.7900000000
31708,2020-10-16,64469.9900000000
31709,2020-10-12,66939.4900000000
31710,2020-10-09,84399.4900000000
31711,2020-10-21,70329.9900000000
31712,2020-10-07,47909.2900000000
31713,2020-10-09,79119.9900000000
31714,2020-10-01,84979.9900000000
31715,2020-10-13,73259.9900000000
31716,2020-10-24,66939.4900000000
31717,2020-10-17,78579.4900000000
31719,2020-10-02,84979.9900000000
31720,2020-10-14,58609.9900000000
31721,2020-10-19,82049.9900000000
31722,2020-10-03,73259.9900000000
31723,2020-10-09,74759.7900000000
31724,2020-10-19,78579.4900000000
31725,2020-10-09,82049.9900000000
31726,2020-10-04,77749.7900000000
31727,2020-10-12,86719.7900000000
31728,2020-10-27,62799.7900000000
31729,2020-10-10,65789.7900000000
31730,2020-10-12,69849.4900000000
31731,2020-10-31,62799.7900000000
31732,2020-10-08,76189.9900000000
31733,2020-10-28,58609.9900000000
31734,2020-10-18,66939.4900000000
31735,2020-10-18,58609.9900000000
31736,2020-10-14,69849.4900000000
31737,2020-10-05,81489.4900000000
31738,2020-10-23,90839.9900000000
31739,2020-10-27,61119.4900000000
31740,2020-10-12,58609.9900000000
31741,2020-10-15,80739.7900000000
31743,2020-10-17,87309.4900000000
31744,2020-10-20,61539.9900000000
31745,2020-10-19,70329.9900000000
31746,2020-10-21,82049.9900000000
31747,2020-10-12,43274.2900000000
31748,2020-10-25,78579.4900000000
31749,2020-10-11,84399.4900000000
31750,2020-10-04,79119.9900000000
31751,2020-10-30,68779.7900000000
31752,2020-10-21,68779.7900000000
31753,2020-10-04,84979.9900000000
31754,2020-10-11,89709.7900000000
31755,2020-10-25,75669.4900000000
31756,2020-10-16,71769.7900000000
31757,2020-10-16,46364.2900000000
31758,2020-10-05,55299.4900000000
31759,2020-10-08,72759.4900000000
31760,2020-10-15,81489.4900000000
31761,2020-10-06,77749.7900000000
31762,2020-10-23,79119.9900000000
31763,2020-10-30,53059.2900000000
31764,2020-10-11,79119.9900000000
31765,2020-10-11,62799.7900000000
31766,2020-10-11,58609.9900000000
31767,2020-10-30,83729.7900000000
31768,2020-10-10,60269.2900000000
31769,2020-10-17,74759.7900000000
31770,2020-10-15,68779.7900000000
31771,2020-10-22,87309.4900000000
31772,2020-10-12,82049.9900000000
31773,2020-10-21,59809.7900000000
31774,2020-10-31,76189.9900000000
31775,2020-10-24,84399.4900000000
31777,2020-10-19,74759.7900000000
31778,2020-10-24,66939.4900000000
31779,2020-10-20,61119.4900000000
31780,2020-10-21,89709.7900000000
31781,2020-10-22,72759.4900000000
31782,2020-10-14,54604.2900000000
31783,2020-10-15,72759.4900000000
31784,2020-10-17,86719.7900000000
31785,2020-10-18,65789.7900000000
31786,2020-10-08,81489.4900000000
31787,2020-10-30,71769.7900000000
31788,2020-10-01,62799.7900000000
31789,2020-10-03,81489.4900000000
31790,2020-10-17,67399.9900000000
31791,2020-10-24,73259.9900000000
31792,2020-10-25,79119.9900000000
31793,2020-10-23,64029.4900000000
31794,2020-10-10,83729.7900000000
31795,2020-10-04,87309.4900000000
31796,2020-10-18,67399.9900000000
31798,2020-10-26,81489.4900000000
31799,2020-10-12,70329.9900000000
31801,2020-11-29,72759.4900000000
31802,2020-11-14,72759.4900000000
31803,2020-11-04,64469.9900000000
31804,2020-11-24,83729.7900000000
31805,2020-11-13,86719.7900000000
31808,2020-11-28,65789.7900000000
31809,2020-11-23,58609.9900000000
31810,2020-11-09,83729.7900000000
31811,2020-11-20,61539.9900000000
31813,2020-11-28,86719.7900000000
31814,2020-11-23,58209.4900000000
31815,2020-11-01,67399.9900000000
31817,2020-11-23,58209.4900000000
31819,2020-11-06,65789.7900000000
31820,2020-11-22,84979.9900000000
31821,2020-11-16,69849.4900000000
31822,2020-11-01,76189.9900000000
31823,2020-11-30,72759.4900000000
31824,2020-11-22,61119.4900000000
31826,2020-11-28,58209.4900000000
31827,2020-11-15,78579.4900000000
31828,2020-11-29,61119.4900000000
31829,2020-11-23,89709.7900000000
31830,2020-11-24,72759.4900000000
31831,2020-11-15,64029.4900000000
31832,2020-11-30,55299.4900000000
31833,2020-11-09,67399.9900000000
31834,2020-11-20,74759.7900000000
31835,2020-11-11,64029.4900000000
31836,2020-11-24,87309.4900000000
31837,2020-11-29,83729.7900000000
31838,2020-11-21,55679.9900000000
31839,2020-11-24,46364.2900000000
31840,2020-11-09,61539.9900000000
31841,2020-11-09,64029.4900000000
31842,2020-11-02,64029.4900000000
31843,2020-11-16,61539.9900000000
31844,2020-11-01,64029.4900000000
31845,2020-11-21,82049.9900000000
31846,2020-11-18,81489.4900000000
31847,2020-11-13,62799.7900000000
31848,2020-11-25,68779.7900000000
31849,2020-11-26,78579.4900000000
31850,2020-11-10,83729.7900000000
31851,2020-11-25,69849.4900000000
31852,2020-11-17,77749.7900000000
31853,2020-11-13,84399.4900000000
31854,2020-11-25,76189.9900000000
31855,2020-11-04,70329.9900000000
31856,2020-11-19,66939.4900000000
31857,2020-11-30,80739.7900000000
31858,2020-11-26,46364.2900000000
31859,2020-11-17,58609.9900000000
31860,2020-11-24,62799.7900000000
31861,2020-11-19,76189.9900000000
31862,2020-11-02,61119.4900000000
31863,2020-11-21,79119.9900000000
31864,2020-11-22,67399.9900000000
31865,2020-11-05,82049.9900000000
31866,2020-11-28,78579.4900000000
31867,2020-11-10,66939.4900000000
31868,2020-11-10,81489.4900000000
31869,2020-11-19,84399.4900000000
31870,2020-11-03,72759.4900000000
31871,2020-11-23,71769.7900000000
31872,2020-11-05,42759.2900000000
31873,2020-11-16,80739.7900000000
31874,2020-11-27,64469.9900000000
31875,2020-11-06,81489.4900000000
31876,2020-11-01,77749.7900000000
31877,2020-11-12,61119.4900000000
31878,2020-11-19,78579.4900000000
31879,2020-11-01,74759.7900000000
31880,2020-11-25,46879.2900000000
31881,2020-11-15,55299.4900000000
31882,2020-11-19,83729.7900000000
31884,2020-11-06,68779.7900000000
31885,2020-11-30,75669.4900000000
31886,2020-11-04,56664.2900000000
31888,2020-11-25,69849.4900000000
31889,2020-11-16,80739.7900000000
31890,2020-11-04,78579.4900000000
31891,2020-11-17,69849.4900000000
31892,2020-11-15,86719.7900000000
31893,2020-11-12,57694.2900000000
31895,2020-11-03,64029.4900000000
31897,2020-11-01,89709.7900000000
31898,2020-11-07,73259.9900000000
31900,2020-11-19,70329.9900000000
31901,2020-11-11,71769.7900000000
31902,2020-11-18,87909.9900000000
31903,2020-11-18,66939.4900000000
31904,2020-11-24,78579.4900000000
31905,2020-11-27,75669.4900000000
31906,2020-11-30,64029.4900000000
31909,2020-11-22,86719.7900000000
31910,2020-11-24,61539.9900000000
31911,2020-11-19,61539.9900000000
31912,2020-11-10,81489.4900000000
31913,2020-11-14,86719.7900000000
31914,2020-11-29,68779.7900000000
31915,2020-11-20,49454.2900000000
31916,2020-11-15,64029.4900000000
31917,2020-11-03,58209.4900000000
31918,2020-11-28,62799.7900000000
31919,2020-11-06,87309.4900000000
31920,2020-11-02,66939.4900000000
31921,2020-11-11,49969.2900000000
31922,2020-11-28,77749.7900000000
31923,2020-11-14,66939.4900000000
31924,2020-11-18,79119.9900000000
31925,2020-11-02,73259.9900000000
31926,2020-11-29,76189.9900000000
31928,2020-11-19,81489.4900000000
31929,2020-11-30,74759.7900000000
31930,2020-11-13,61119.4900000000
31931,2020-11-03,74759.7900000000
31932,2020-11-25,81489.4900000000
31933,2020-11-20,73259.9900000000
31934,2020-11-07,82049.9900000000
31935,2020-11-06,84399.4900000000
31936,2020-11-06,58609.9900000000
31937,2020-11-30,72759.4900000000
31938,2020-11-05,90839.9900000000
31939,2020-11-12,61119.4900000000
31940,2020-11-23,80739.7900000000
31941,2020-11-10,77749.7900000000
31942,2020-11-11,65789.7900000000
31943,2020-11-03,55634.2900000000
31944,2020-11-21,81489.4900000000
31945,2020-11-05,80739.7900000000
31946,2020-11-08,65789.7900000000
31947,2020-11-05,70329.9900000000
31948,2020-11-28,87309.4900000000
31949,2020-11-12,58209.4900000000
31950,2020-11-09,79119.9900000000
31951,2020-11-13,83729.7900000000
31952,2020-11-14,67399.9900000000
31953,2020-11-23,64029.4900000000
31954,2020-11-29,77749.7900000000
31955,2020-11-21,74759.7900000000
31956,2020-11-22,58609.9900000000
31958,2020-11-06,59809.7900000000
31959,2020-11-10,67399.9900000000
31960,2020-11-02,83729.7900000000
31961,2020-11-19,78579.4900000000
31962,2020-11-21,77749.7900000000
31963,2020-11-19,69849.4900000000
31964,2020-11-11,64469.9900000000
31965,2020-11-25,64469.9900000000
31966,2020-11-19,84399.4900000000
31967,2020-11-17,58209.4900000000
31968,2020-11-19,59809.7900000000
31969,2020-11-06,61539.9900000000
31970,2020-11-22,87909.9900000000
31971,2020-11-02,77749.7900000000
31972,2020-11-27,80739.7900000000
31973,2020-11-14,74759.7900000000
31974,2020-11-22,71769.7900000000
31975,2020-11-09,65789.7900000000
31976,2020-11-20,89709.7900000000
31977,2020-11-07,72759.4900000000
31978,2020-11-18,86719.7900000000
31979,2020-11-30,69849.4900000000
31980,2020-11-18,71769.7900000000
31981,2020-11-25,70329.9900000000
31982,2020-11-21,61539.9900000000
31983,2020-11-12,68779.7900000000
31984,2020-11-06,71769.7900000000
31985,2020-11-28,59809.7900000000
31986,2020-11-09,72759.4900000000
31987,2020-11-20,73259.9900000000
31988,2020-11-10,61539.9900000000
31990,2020-11-19,66939.4900000000
31991,2020-11-20,56819.7900000000
31993,2020-11-21,78579.4900000000
31994,2020-11-28,69849.4900000000
31995,2020-11-09,89709.7900000000
31996,2020-11-08,77749.7900000000
31997,2020-11-05,77749.7900000000
31998,2020-11-21,75669.4900000000
31999,2020-11-23,84979.9900000000
32000,2020-11-30,56149.2900000000
32001,2020-11-28,64469.9900000000
32002,2020-11-29,69849.4900000000
32003,2020-11-19,79119.9900000000
32004,2020-11-05,84979.9900000000
32005,2020-11-27,64469.9900000000
32006,2020-11-24,80739.7900000000
32007,2020-11-26,82049.9900000000
32008,2020-11-29,81489.4900000000
32009,2020-11-27,75669.4900000000
32010,2020-11-16,84979.9900000000
32011,2020-11-27,83729.7900000000
32013,2020-11-28,61539.9900000000
32014,2020-11-21,82049.9900000000
32015,2020-11-05,77749.7900000000
32016,2020-11-13,83729.7900000000
32017,2020-11-06,69849.4900000000
32018,2020-11-20,73259.9900000000
32019,2020-11-20,77749.7900000000
32020,2020-11-21,65789.7900000000
32021,2020-11-04,72759.4900000000
32022,2020-11-27,67399.9900000000
32023,2020-11-02,80739.7900000000
32024,2020-11-14,70329.9900000000
32025,2020-11-15,55679.9900000000
32026,2020-11-11,64029.4900000000
32027,2020-11-15,65789.7900000000
32028,2020-11-08,65789.7900000000
32029,2020-11-01,70329.9900000000
32030,2020-11-28,74759.7900000000
32031,2020-11-17,83729.7900000000
32032,2020-11-22,59809.7900000000
32033,2020-11-14,65789.7900000000
32034,2020-11-14,80739.7900000000
32035,2020-11-30,48939.2900000000
32036,2020-11-13,69849.4900000000
32037,2020-11-24,79119.9900000000
32038,2020-11-14,70329.9900000000
32039,2020-11-21,81489.4900000000
32040,2020-11-04,84399.4900000000
32041,2020-11-12,84979.9900000000
32042,2020-11-04,73259.9900000000
32043,2020-11-17,86719.7900000000
32044,2020-11-22,62799.7900000000
32045,2020-11-09,69849.4900000000
32048,2020-11-15,80739.7900000000
32049,2020-11-16,58209.4900000000
32050,2020-11-12,79119.9900000000
32051,2020-11-03,54089.2900000000
32052,2020-11-19,79119.9900000000
32053,2020-11-04,87909.9900000000
32054,2020-11-15,73259.9900000000
32056,2020-11-21,62799.7900000000
32057,2020-11-04,82049.9900000000
32058,2020-11-17,59239.2900000000
32059,2020-11-07,41214.2900000000
32060,2020-11-21,78579.4900000000
32061,2020-11-27,68779.7900000000
32063,2020-11-09,72759.4900000000
32064,2020-11-19,65789.7900000000
32065,2020-11-03,87309.4900000000
32066,2020-11-24,64029.4900000000
32067,2020-11-22,64029.4900000000
32068,2020-11-17,71769.7900000000
32069,2020-11-13,69849.4900000000
32070,2020-11-09,81489.4900000000
32071,2020-11-04,66939.4900000000
32072,2020-11-10,70329.9900000000
32073,2020-11-12,75669.4900000000
32074,2020-11-30,59809.7900000000
32075,2020-11-04,53574.2900000000
32076,2020-11-29,76189.9900000000
32077,2020-11-19,62799.7900000000
32078,2020-11-13,87309.4900000000
32079,2020-11-21,68779.7900000000
32081,2020-11-09,81489.4900000000
32082,2020-11-07,77749.7900000000
32083,2020-11-04,79119.9900000000
32084,2020-11-25,61119.4900000000
32085,2020-11-06,61539.9900000000
32086,2020-11-22,78579.4900000000
32087,2020-11-01,77749.7900000000
32088,2020-11-04,87909.9900000000
32089,2020-11-23,83729.7900000000
32090,2020-11-19,68779.7900000000
32091,2020-11-27,67399.9900000000
32092,2020-11-28,68779.7900000000
32093,2020-11-02,83729.7900000000
32094,2020-11-23,72759.4900000000
32095,2020-11-03,75669.4900000000
32096,2020-11-12,64029.4900000000
32097,2020-11-15,64029.4900000000
32099,2020-11-14,58724.2900000000
32100,2020-11-10,78579.4900000000
32101,2020-11-12,82049.9900000000
32102,2020-11-08,71769.7900000000
32103,2020-11-29,55119.2900000000
32104,2020-11-10,89709.7900000000
32105,2020-11-23,62799.7900000000
32106,2020-11-06,61119.4900000000
32107,2020-11-12,61539.9900000000
32108,2020-11-27,56819.7900000000
32109,2020-11-22,50484.2900000000
32110,2020-11-22,77749.7900000000
32111,2020-11-04,78579.4900000000
32112,2020-11-18,69849.4900000000
32113,2020-11-03,86719.7900000000
32114,2020-11-26,75669.4900000000
32115,2020-11-20,43789.2900000000
32116,2020-11-14,62799.7900000000
32117,2020-11-22,81489.4900000000
32118,2020-11-12,61539.9900000000
32119,2020-11-26,62799.7900000000
32120,2020-11-24,79119.9900000000
32121,2020-11-18,86719.7900000000
32123,2020-11-29,43789.2900000000
32124,2020-11-25,81489.4900000000
32126,2020-11-04,45849.2900000000
32127,2020-11-21,79119.9900000000
32128,2020-11-24,71769.7900000000
32129,2020-11-06,61119.4900000000
32130,2020-11-23,82049.9900000000
32131,2020-11-16,66939.4900000000
32132,2020-11-07,53059.2900000000
32133,2020-11-13,61119.4900000000
32134,2020-11-09,65789.7900000000
32135,2020-11-20,67399.9900000000
32136,2020-11-09,72759.4900000000
32137,2020-11-05,75669.4900000000
32138,2020-11-30,82049.9900000000
32140,2020-11-18,57694.2900000000
32141,2020-11-12,70329.9900000000
32142,2020-11-08,72759.4900000000
32143,2020-11-18,64469.9900000000
32144,2020-11-13,65789.7900000000
32145,2020-11-13,82049.9900000000
32147,2020-11-11,59809.7900000000
32148,2020-11-25,72759.4900000000
32149,2020-11-08,47909.2900000000
32150,2020-11-24,59809.7900000000
32151,2020-11-19,64469.9900000000
32152,2020-11-22,53574.2900000000
32153,2020-11-28,84399.4900000000
32154,2020-11-26,65789.7900000000
32156,2020-11-17,59809.7900000000
32157,2020-11-10,62799.7900000000
32158,2020-11-15,71769.7900000000
32159,2020-11-18,61539.9900000000
32160,2020-11-08,78579.4900000000
32161,2020-11-22,74759.7900000000
32162,2020-11-30,69849.4900000000
32163,2020-11-01,82049.9900000000
32164,2020-11-27,77749.7900000000
32165,2020-11-15,58609.9900000000
32166,2020-11-14,89709.7900000000
32167,2020-11-26,47909.2900000000
32168,2020-11-25,87909.9900000000
32169,2020-11-10,70329.9900000000
32170,2020-11-05,62799.7900000000
32171,2020-11-29,66939.4900000000
32172,2020-11-27,61119.4900000000
32173,2020-11-07,66939.4900000000
32174,2020-11-02,67399.9900000000
32175,2020-11-03,64029.4900000000
32176,2020-11-22,74759.7900000000
32177,2020-11-21,62799.7900000000
32178,2020-11-17,80739.7900000000
32179,2020-11-06,76189.9900000000
32180,2020-11-20,62799.7900000000
32181,2020-11-03,68779.7900000000
32182,2020-11-26,75669.4900000000
32183,2020-11-18,77749.7900000000
32184,2020-11-16,50484.2900000000
32185,2020-11-14,67399.9900000000
32186,2020-11-29,65789.7900000000
32187,2020-11-24,72759.4900000000
32188,2020-11-06,79119.9900000000
32189,2020-11-06,83729.7900000000
32190,2020-11-24,65789.7900000000
32191,2020-11-30,83729.7900000000
32192,2020-11-05,83729.7900000000
32193,2020-11-05,84979.9900000000
32194,2020-11-15,62799.7900000000
32195,2020-11-03,72759.4900000000
32196,2020-11-13,69849.4900000000
32197,2020-11-24,43274.2900000000
32198,2020-11-23,59809.7900000000
32199,2020-11-04,84979.9900000000
32200,2020-11-15,64469.9900000000
32201,2020-11-20,79119.9900000000
32202,2020-11-01,69849.4900000000
32204,2020-11-18,82049.9900000000
32205,2020-11-14,64469.9900000000
32206,2020-11-18,81489.4900000000
32207,2020-11-03,77749.7900000000
32208,2020-11-05,84399.4900000000
32209,2020-11-06,77749.7900000000
32210,2020-11-03,62799.7900000000
32211,2020-11-17,84399.4900000000
32213,2020-11-23,58609.9900000000
32214,2020-11-08,80739.7900000000
32215,2020-11-27,81489.4900000000
32216,2020-11-10,80739.7900000000
32217,2020-11-27,58209.4900000000
32218,2020-11-09,66939.4900000000
32219,2020-11-15,70329.9900000000
32220,2020-11-01,56819.7900000000
32221,2020-11-21,78579.4900000000
32222,2020-11-25,73259.9900000000
32223,2020-11-13,84979.9900000000
32224,2020-11-08,67399.9900000000
32225,2020-11-23,70329.9900000000
32226,2020-11-24,82049.9900000000
32227,2020-11-02,82049.9900000000
32228,2020-11-14,89709.7900000000
32229,2020-11-10,83729.7900000000
32230,2020-11-01,86719.7900000000
32231,2020-11-24,53574.2900000000
32232,2020-11-19,86719.7900000000
32233,2020-11-16,77749.7900000000
32234,2020-11-07,74759.7900000000
32235,2020-11-13,66939.4900000000
32236,2020-11-17,48939.2900000000
32237,2020-11-13,71769.7900000000
32238,2020-11-09,76189.9900000000
32239,2020-11-06,61539.9900000000
32240,2020-11-15,80739.7900000000
32241,2020-11-01,64469.9900000000
32243,2020-11-14,67399.9900000000
32244,2020-11-24,73259.9900000000
32245,2020-11-04,87309.4900000000
32246,2020-11-05,69849.4900000000
32248,2020-11-14,87909.9900000000
32249,2020-11-11,61119.4900000000
32250,2020-11-23,86719.7900000000
32251,2020-11-20,62799.7900000000
32252,2020-11-07,61119.4900000000
32253,2020-11-05,86719.7900000000
32254,2020-11-30,72759.4900000000
32255,2020-11-19,61539.9900000000
32256,2020-11-03,75669.4900000000
32257,2020-11-13,66939.4900000000
32258,2020-11-09,53574.2900000000
32259,2020-11-12,68779.7900000000
32260,2020-11-27,70329.9900000000
32261,2020-11-28,81489.4900000000
32262,2020-11-17,47394.2900000000
32263,2020-11-04,59239.2900000000
32264,2020-11-18,50484.2900000000
32265,2020-11-12,78579.4900000000
32266,2020-11-23,74759.7900000000
32267,2020-11-23,68779.7900000000
32268,2020-11-04,79119.9900000000
32269,2020-11-15,84399.4900000000
32270,2020-11-09,71769.7900000000
32271,2020-11-26,66939.4900000000
32272,2020-11-21,68779.7900000000
32273,2020-11-29,66939.4900000000
32274,2020-11-26,67399.9900000000
32275,2020-11-08,69849.4900000000
32276,2020-11-20,66939.4900000000
32277,2020-11-18,70329.9900000000
32279,2020-11-12,77749.7900000000
32280,2020-11-19,65789.7900000000
32281,2020-11-10,78579.4900000000
